"Part D Drug Utilization and Cost Summary, Calendar Years 2011 - 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Name,Generic Name,"Claim Count, 2011","Total Spending, 2011","Beneficiary Count, 2011","Total Annual Spending Per User, 2011","Unit Count, 2011","Average Cost Per Unit (Weighted), 2011","Beneficiary Count No LIS, 2011","Average Beneficiary Cost Share No LIS, 2011","Beneficiary Count LIS, 2011","Average Beneficiary Cost Share LIS, 2011","Claim Count, 2012","Total Spending, 2012","Beneficiary Count, 2012","Total Annual Spending Per User, 2012","Unit Count, 2012","Average Cost Per Unit (Weighted), 2012","Beneficiary Count No LIS, 2012","Average Beneficiary Cost Share No LIS, 2012","Beneficiary Count LIS, 2012","Average Beneficiary Cost Share LIS, 2012","Claim Count, 2013","Total Spending, 2013","Beneficiary Count, 2013","Total Annual Spending Per User, 2013","Unit Count, 2013","Average Cost Per Unit (Weighted), 2013","Beneficiary Count No LIS, 2013","Average Beneficiary Cost Share No LIS, 2013","Beneficiary Count LIS, 2013","Average Beneficiary Cost Share LIS, 2013","Claim Count, 2014","Total Spending, 2014","Beneficiary Count, 2014","Total Annual Spending Per User, 2014","Unit Count, 2014","Average Cost Per Unit (Weighted), 2014","Beneficiary Count No LIS, 2014","Average Beneficiary Cost Share No LIS, 2014","Beneficiary Count LIS, 2014","Average Beneficiary Cost Share LIS, 2014","Claim Count, 2015","Total Spending, 2015","Beneficiary Count, 2015","Total Annual Spending Per User, 2015","Unit Count, 2015","Average Cost Per Unit (Weighted), 2015","Beneficiary Count No LIS, 2015","Average Beneficiary Cost Share No LIS, 2015","Beneficiary Count LIS, 2015","Average Beneficiary Cost Share LIS, 2015","Annual Change in Average Cost Per Unit, 2015"
CARNITOR SF ,LEVOCARNITINE ,40,"$3,297.51",14,$235.54,"13,416",$0.25,,,,,55,"$5,347.39",14,$381.96,"21,690",$0.25,,,,,105,"$10,648.93",22,$484.04,"41,264",$0.26,,,,,134,"$20,399.94",18,"$1,133.33","88,503",$0.23,,,,,149,"$22,042.17",21,"$1,049.63","89,935",$0.25,,,,,
CARTEOLOL HCL ,CARTEOLOL HCL ,"31,088","$752,119.89","7,225",$104.10,"288,250",$2.61,"5,363",$40.26,"1,862",$6.33,"29,452","$692,847.66","6,895",$100.49,"276,015",$2.51,"5,209",$39.87,"1,686",$5.53,"30,163","$563,653.06","7,070",$79.72,"280,760",$2.01,"5,590",$38.19,"1,480",$5.77,"28,369","$468,972.53","6,832",$68.64,"264,968",$1.77,"5,471",$35.36,"1,361",$5.76,"26,728","$417,932.37","6,483",$64.47,"254,202",$1.64,"5,280",$34.45,"1,203",$5.80,-7%
CARTIA XT ,DILTIAZEM HCL ,"1,043,317","$45,506,671.52","219,340",$207.47,"49,023,952",$0.94,"148,514",$62.42,"70,826",$8.85,"671,138","$27,960,350.40","175,643",$159.19,"34,242,192",$0.82,"119,424",$43.70,"56,219",$6.51,"720,181","$32,372,745.38","181,420",$178.44,"41,776,668",$0.78,"133,476",$42.39,"47,944",$6.93,"833,060","$34,041,438.75","216,990",$156.88,"52,211,254",$0.65,"163,992",$60.32,"52,998",$6.96,"1,704,623","$63,057,428.23","462,802",$136.25,"105,552,639",$0.60,"358,496",$66.13,"104,306",$7.12,-6%
CARVEDILOL ,CARVEDILOL ,"10,535,381","$153,597,733.42","1,763,656",$87.09,"858,264,595",$0.18,"1,008,092",$37.28,"755,564",$8.10,"11,594,920","$142,258,116.24","1,987,470",$71.58,"993,399,682",$0.14,"1,170,091",$31.41,"817,379",$7.11,"13,145,436","$161,585,311.48","2,315,794",$69.78,"1,185,818,496",$0.14,"1,437,357",$29.58,"878,437",$7.02,"13,932,879","$139,609,378.01","2,508,829",$55.65,"1,303,782,106",$0.11,"1,578,211",$26.46,"930,618",$6.38,"14,556,330","$117,776,680.20","2,673,771",$44.05,"1,406,922,376",$0.08,"1,696,571",$22.79,"977,200",$6.12,-22%
CASODEX ,BICALUTAMIDE ,"4,589","$3,044,695.86","1,290","$2,360.23","180,264",$16.89,747,$395.72,543,$19.28,"1,952","$1,389,783.34",518,"$2,682.98","80,003",$17.37,304,$412.50,214,$15.38,"1,475","$1,071,257.02",339,"$3,160.05","62,147",$17.24,241,$409.97,98,$13.62,"1,099","$832,441.50",261,"$3,189.43","48,566",$17.14,192,$412.14,69,$11.80,821,"$608,037.17",197,"$3,086.48","35,248",$17.25,145,$388.07,52,$10.22,
CATAFLAM ,DICLOFENAC POTASSIUM ,255,"$82,107.12",128,$641.46,"20,385",$4.03,103,$105.30,25,$12.01,244,"$88,920.06",96,$926.25,"20,007",$4.44,81,$150.45,15,$7.40,334,"$127,010.95",112,"$1,134.03","26,628",$4.77,97,$147.71,15,$7.84,237,"$74,924.42",133,$563.34,"14,340",$5.22,117,$59.54,16,$6.85,18,"$1,538.71",16,$96.17,744,$2.07,,,,,
CATAPRES ,CLONIDINE HCL ,"2,915","$597,944.23",609,$981.85,"304,285",$1.99,374,$309.09,235,$20.87,"2,954","$692,398.92",600,"$1,154.00","325,890",$2.13,400,$331.24,200,$24.27,"3,078","$801,199.44",627,"$1,277.83","363,432",$2.23,447,$313.70,180,$29.33,"3,006","$872,947.34",636,"$1,372.56","364,187",$2.42,465,$296.44,171,$21.86,"2,902","$899,576.69",581,"$1,548.32","337,438",$2.66,423,$319.19,158,$20.28,
CATAPRES-TTS 1 ,CLONIDINE ,"13,703","$2,245,791.39","3,347",$670.99,"66,245",$33.90,"1,515",$277.36,"1,832",$14.47,"7,334","$1,293,694.96","1,611",$803.04,"35,678",$36.26,713,$364.65,898,$13.86,"4,185","$865,119.45",986,$877.40,"21,763",$39.75,456,$364.26,530,$10.81,"2,492","$580,631.69",611,$950.30,"13,537",$42.89,266,$330.96,345,$8.93,"2,145","$548,953.58",539,"$1,018.47","11,830",$46.40,227,$349.67,312,$8.28,
CATAPRES-TTS 2 ,CLONIDINE ,"21,188","$6,107,415.80","4,494","$1,359.02","107,081",$57.04,"1,842",$389.97,"2,652",$19.00,"13,147","$4,256,046.87","2,452","$1,735.75","69,104",$61.59,"1,047",$510.52,"1,405",$16.33,"8,483","$3,242,156.50","1,632","$1,986.62","47,949",$67.62,767,$489.84,865,$19.79,"5,610","$2,447,010.63","1,109","$2,206.50","33,561",$72.91,511,$461.79,598,$14.34,"4,222","$2,069,542.98",795,"$2,603.20","25,996",$79.61,347,$545.59,448,$17.21,
CATAPRES-TTS 3 ,CLONIDINE ,"30,695","$12,322,770.44","5,693","$2,164.55","156,431",$78.77,"1,887",$483.51,"3,806",$22.74,"20,163","$9,056,874.68","3,391","$2,670.86","106,382",$85.14,"1,225",$591.82,"2,166",$22.54,"10,907","$5,561,791.25","2,309","$2,408.74","60,206",$92.38,939,$452.49,"1,370",$21.54,"5,806","$3,526,579.92","1,155","$3,053.32","35,368",$99.71,455,$471.17,700,$24.15,"4,699","$3,174,369.11",885,"$3,586.86","29,250",$108.53,329,$541.66,556,$18.85,
CAVAN ONE OMEGA ,PNV W-CA NO.37/IRON/FA/OMEGA-3 ,25,"$1,282.46",,,"1,200",$1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-ALPHA KIT ,PNV67/SOD IRON EDTA& PS/FA/OM3 ,52,"$2,026.22",20,$101.31,"3,480",$0.58,,,,,14,$720.28,,,"1,170",$0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-EC SOD DHA ,PNV48/IRON NA FEREDETAT/FA/OM3 ,99,"$3,968.07",32,$124.00,"6,510",$0.61,,,,,48,"$2,722.06",24,$113.42,"4,530",$0.60,,,,,41,"$3,247.51",15,$216.50,"3,164",$1.03,,,,,19,"$2,633.25",,,"1,500",$1.76,,,,,,,,,,,,,,,
CAVAN-FOLATE DHA ,PRENAT VIT COMB.10/IRON/FA/DHA ,23,$825.94,15,$55.06,"1,470",$0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-FOLATE OB ,PRENATAL VIT COMB.10/IRON/FA ,16,$351.67,,,697,$0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-HEME OB ,PNV #8/IRON PS & HEME POLYP/FA ,24,$781.31,,,851,$0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-HEME OMEGA ,PNV COMBO #8/IRON/FOLIC AC/DHA ,20,$846.74,15,$56.45,"1,230",$0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVAN-X ,CYANOCOBALAMIN/FA/PYRIDOXINE ,473,"$11,725.35",174,$67.39,"19,925",$0.59,,,,,14,$448.31,,,750,$0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVERJECT ,ALPROSTADIL ,259,"$75,995.83",102,$745.06,"1,604",$46.67,,,,,210,"$59,369.45",72,$824.58,"1,203",$48.49,,,,,200,"$61,308.76",72,$851.51,"1,138",$53.43,,,,,36,"$14,181.05",17,$834.18,238,$60.39,,,,,41,"$18,349.09",15,"$1,223.27",250,$73.46,15,,0,,
CAYSTON ,AZTREONAM LYSINE ,"1,779","$8,930,755.86",639,"$13,976.14","149,427",$59.77,100,"$1,943.42",539,$25.72,"1,824","$10,000,602.35",624,"$16,026.61","153,468",$65.16,117,"$1,799.07",507,$15.03,"2,483","$14,397,352.02",795,"$18,109.88","208,572",$69.03,206,"$1,773.21",589,$18.95,"2,854","$17,684,349.99",845,"$20,928.22","239,904",$73.71,241,"$1,718.92",604,$37.37,"2,921","$19,610,692.85",870,"$22,541.03","246,120",$79.68,269,"$1,957.67",601,$22.36,
CAZIANT ,DESOGESTREL-ETHINYL ESTRADIOL ,547,"$17,511.45",93,$188.30,"18,790",$0.93,12,$50.73,81,$7.72,557,"$19,392.61",100,$193.93,"21,812",$0.89,13,$50.99,87,$4.90,577,"$18,861.37",109,$173.04,"21,902",$0.86,20,$70.60,89,$4.56,614,"$18,725.78",112,$167.19,"23,408",$0.80,17,$99.98,95,$7.18,572,"$17,401.68",114,$152.65,"22,652",$0.77,11,$121.72,103,$5.08,
CEDAX ,CEFTIBUTEN ,986,"$178,974.60",809,$221.23,"13,845",$14.62,419,$84.38,390,$5.13,938,"$172,181.45",780,$220.75,"12,023",$15.33,445,$87.60,335,$6.16,"1,087","$231,616.88",923,$250.94,"12,824",$19.08,659,$76.61,264,$6.45,749,"$228,879.62",647,$353.76,"8,041",$30.33,440,$85.97,207,$6.09,214,"$64,855.42",177,$366.41,"2,363",$29.21,112,$91.49,65,$5.80,
CEENU ,LOMUSTINE ,502,"$41,009.02",164,$250.06,"1,736",$30.90,108,$101.21,56,$15.59,750,"$59,027.08",216,$273.27,"2,412",$32.19,133,$122.83,83,$21.07,617,"$47,613.67",216,$220.43,"2,067",$27.65,131,$113.49,85,$14.23,33,"$1,928.88",19,$101.52,95,$21.19,,,,,,,,,,,,,,,
CEFACLOR ,CEFACLOR ,"30,937","$1,741,839.26","22,611",$77.04,"837,599",$2.11,"13,477",$14.27,"9,134",$2.26,"25,188","$1,389,944.20","17,899",$77.65,"683,846",$2.06,"10,983",$15.82,"6,916",$2.27,"24,087","$1,306,073.06","16,628",$78.55,"681,441",$1.98,"10,781",$16.98,"5,847",$2.36,"20,557","$1,060,718.95","13,835",$76.67,"610,108",$1.80,"9,000",$19.52,"4,835",$2.48,"19,431","$988,178.23","13,089",$75.50,"571,750",$1.78,"8,620",$26.32,"4,469",$2.46,-1%
CEFACLOR ER ,CEFACLOR ,221,"$14,683.68",177,$82.96,"4,388",$3.35,104,$20.85,73,$2.27,200,"$13,976.18",172,$81.26,"3,912",$3.57,108,$27.15,64,$2.57,261,"$20,284.61",201,$100.92,"5,336",$3.80,133,$23.98,68,$2.19,237,"$27,711.29",193,$143.58,"5,002",$5.54,115,$25.53,78,$2.08,213,"$50,668.53",185,$273.88,"4,425",$11.45,112,$52.12,73,$1.26,
CEFADROXIL ,CEFADROXIL ,"192,841","$4,022,821.54","150,053",$26.81,"3,966,245",$1.05,"110,137",$8.14,"39,916",$1.82,"195,950","$3,977,500.82","151,658",$26.23,"4,113,284",$0.99,"114,165",$8.36,"37,493",$1.68,"207,285","$3,697,111.88","160,453",$23.04,"4,444,333",$0.84,"125,819",$8.13,"34,634",$1.72,"205,848","$2,949,783.02","158,221",$18.64,"4,509,032",$0.66,"125,339",$7.83,"32,882",$1.65,"205,479","$2,517,417.67","157,313",$16.00,"4,597,394",$0.54,"125,428",$7.50,"31,885",$1.71,-18%
CEFAZOLIN ,"CEFAZOLIN SODIUM/DEXTROSE,ISO ",,,,,,,,,,,70,"$8,283.89",30,$276.13,"3,691",$2.24,,,,,183,"$20,549.47",56,$366.95,"17,325",$1.19,23,$49.57,33,$7.56,556,"$80,050.94",183,$437.44,"123,958",$0.65,68,$128.24,115,$2.87,512,"$47,470.56",154,$308.25,"62,902",$0.75,54,$81.51,100,$5.99,
CEFAZOLIN SODIUM ,CEFAZOLIN SODIUM ,"20,953","$1,346,504.26","7,005",$192.22,"1,694,824",$1.16,"2,806",$62.38,"4,199",$3.18,"21,114","$1,315,271.15","7,216",$182.27,"1,823,356",$0.81,"2,953",$78.57,"4,263",$3.33,"24,363","$1,568,222.93","7,857",$199.60,"2,219,264",$0.76,"3,537",$85.64,"4,320",$3.92,"28,065","$1,971,307.94","8,700",$226.59,"2,682,917",$0.81,"4,159",$98.72,"4,541",$4.90,"31,659","$1,959,367.32","9,377",$208.95,"3,330,999",$0.62,"4,583",$99.04,"4,794",$4.76,-8%
CEFAZOLIN SODIUM ,"CEFAZOLIN SODIUM/DEXTROSE,ISO ",95,"$29,080.24",37,$785.95,"8,731",$3.33,12,$55.65,25,$2.42,30,"$6,995.11",23,$304.14,"12,369",$0.57,,,,,38,"$2,844.23",28,$101.58,841,$3.38,,,,,220,"$15,209.74",121,$125.70,"19,014",$0.80,48,$29.75,73,$0.34,137,"$10,544.14",80,$131.80,"10,122",$1.04,27,$37.35,53,$0.18,
CEFAZOLIN SODIUM-DEXTROSE ,"CEFAZOLIN SODIUM/DEXTROSE,ISO ","1,121","$73,100.92",450,$162.45,"625,525",$0.12,58,$39.41,392,$1.34,"1,015","$65,468.64",423,$154.77,"585,273",$0.11,60,$56.68,363,$1.13,"1,000","$57,458.97",361,$159.17,"562,978",$0.10,63,$53.60,298,$0.85,"1,028","$55,865.87",363,$153.90,"547,985",$0.10,64,$77.61,299,$1.39,"1,002","$56,103.60",321,$174.78,"575,624",$0.10,65,$82.73,256,$1.32,
CEFDINIR ,CEFDINIR ,"499,596","$21,689,632.79","402,631",$53.87,"10,164,258",$2.24,"240,961",$15.16,"161,670",$2.13,"563,203","$25,121,783.68","453,668",$55.37,"11,387,366",$2.32,"280,397",$14.49,"173,271",$1.99,"695,658","$28,824,874.05","563,547",$51.15,"13,930,069",$2.15,"370,032",$24.77,"193,515",$2.27,"751,927","$28,160,627.72","608,973",$46.24,"14,953,151",$1.95,"405,510",$23.36,"203,463",$2.18,"891,064","$28,645,687.64","722,215",$39.66,"17,549,158",$1.68,"489,941",$22.18,"232,274",$2.24,-14%
CEFDITOREN PIVOXIL ,CEFDITOREN PIVOXIL ,"1,862","$418,545.27","1,622",$258.04,"35,284",$11.85,897,$59.72,725,$4.08,"1,102","$243,680.55",916,$266.03,"20,987",$11.61,550,$57.69,366,$3.25,415,"$99,403.40",359,$276.89,"8,481",$11.72,250,$46.21,109,$2.46,175,"$49,107.76",147,$334.07,"4,173",$11.78,96,$63.74,51,$3.61,17,"$10,517.59",16,$657.35,913,$11.50,,,,,
CEFEPIME ,"CEFEPIME HCL/DEXTROSE, ISO-OSM ","3,475","$785,063.15","1,232",$637.23,"1,606,851",$0.52,160,$181.63,"1,072",$2.66,"3,868","$932,236.72","1,402",$664.93,"1,808,038",$0.54,213,$167.83,"1,189",$5.63,"4,827","$1,195,501.70","1,569",$761.95,"2,198,122",$0.57,249,$165.74,"1,320",$4.06,"5,096","$1,144,543.10","1,663",$688.24,"2,110,285",$0.57,270,$184.96,"1,393",$3.78,"6,192","$1,484,824.96","2,049",$724.66,"2,766,824",$0.56,310,$180.45,"1,739",$5.63,0%
CEFEPIME HCL ,CEFEPIME HCL ,"36,557","$7,993,335.75","14,289",$559.40,"3,490,350",$2.45,"3,862",$173.55,"10,427",$3.23,"40,367","$7,831,552.85","15,825",$494.88,"3,872,810",$2.11,"4,616",$165.42,"11,209",$3.07,"46,290","$8,483,042.50","17,638",$480.95,"4,248,586",$2.08,"5,686",$148.51,"11,952",$4.06,"50,226","$8,612,799.63","18,815",$457.76,"5,186,634",$1.66,"6,481",$153.95,"12,334",$3.80,"58,576","$9,132,688.62","21,943",$416.20,"5,891,611",$1.55,"7,623",$154.34,"14,320",$3.20,-5%
CEFEPIME-DEXTROSE ,CEFEPIME HCL/D5W ,30,"$6,650.22",19,$350.01,"10,968",$0.62,,,,,52,"$22,436.47",26,$862.94,"11,770",$1.86,,,,,107,"$25,699.49",61,$421.30,"23,077",$1.09,11,$65.54,50,$2.88,177,"$21,515.30",91,$236.43,"15,834",$1.56,,,,,912,"$118,508.67",368,$322.03,"65,784",$2.29,69,$102.48,299,$1.65,
CEFIXIME ,CEFIXIME ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,"$361,091.93",528,$683.89,"63,136",$5.92,223,$52.93,305,$5.28,
CEFOTAXIME SODIUM ,CEFOTAXIME SODIUM ,624,"$66,092.50",320,$206.54,"78,838",$6.59,45,$53.28,275,$0.87,551,"$51,620.92",273,$189.09,"61,913",$3.83,48,$63.96,225,$0.53,244,"$19,499.65",129,$151.16,"16,785",$5.23,29,$63.99,100,$0.56,198,"$15,469.75",124,$124.76,"15,397",$1.41,34,$43.16,90,$0.56,114,"$7,053.58",56,$125.96,"14,235",$0.83,11,$62.23,45,$0.43,
CEFOTETAN ,CEFOTETAN DISODIUM ,377,"$51,901.51",217,$239.18,"39,250",$1.90,30,$138.69,187,$2.35,417,"$59,939.48",230,$260.61,"58,996",$1.01,46,$169.37,184,$3.81,403,"$56,318.29",226,$249.20,"29,620",$2.53,39,$106.15,187,$2.83,219,"$30,927.02",130,$237.90,"13,059",$2.34,23,$92.69,107,$3.81,57,"$11,747.23",31,$378.94,"8,938",$9.40,,,,,
CEFOTETAN & DEXTROSE ,"CEFOTETAN DISOD/DEXTROSE,ISO ",32,"$3,948.46",16,$246.78,967,$8.52,,,,,16,"$5,527.85",,,"3,507",$9.39,,,,,14,"$14,152.87",,,780,$18.14,,,,,52,"$8,723.26",20,$436.16,"2,682",$12.06,,,,,41,"$10,239.22",20,$511.96,"5,558",$2.52,,,,,
CEFOXITIN ,CEFOXITIN SODIUM ,"1,933","$404,567.96",731,$553.44,"366,146",$2.96,105,$259.86,626,$5.62,"1,953","$406,511.96",644,$631.23,"373,143",$8.13,125,$287.31,519,$2.94,"2,300","$532,691.19",667,$798.64,"413,493",$7.74,131,$371.01,536,$1.68,"2,502","$597,546.58",704,$848.79,"822,676",$6.02,177,$361.44,527,$1.57,"2,942","$578,644.89",740,$781.95,"719,558",$3.81,170,$434.17,570,$11.18,
CEFOXITIN SODIUM ,"CEFOXITIN SODIUM/DEXTROSE,ISO ",24,"$5,977.36",12,$498.11,"4,766",$2.38,,,,,74,"$63,681.09",13,"$4,898.55","36,387",$1.60,,,,,31,"$22,522.59",,,"9,998",$1.83,,,,,26,"$3,194.94",13,$245.76,319,$9.33,,,,,17,"$2,250.92",,,155,$13.95,,,,,
CEFPODOXIME PROXETIL ,CEFPODOXIME PROXETIL ,"91,236","$7,630,556.48","73,487",$103.84,"1,678,952",$4.84,"38,325",$31.16,"35,162",$2.13,"100,436","$9,318,970.57","80,752",$115.40,"1,780,413",$5.43,"43,411",$30.52,"37,341",$1.91,"114,595","$11,725,039.59","91,853",$127.65,"2,015,127",$6.01,"52,756",$34.72,"39,097",$2.12,"116,410","$11,742,497.50","93,035",$126.22,"2,049,583",$5.93,"53,759",$34.95,"39,276",$2.00,"129,291","$12,110,121.28","103,105",$117.45,"2,224,789",$5.61,"60,759",$35.73,"42,346",$2.09,-5%
CEFPROZIL ,CEFPROZIL ,"75,371","$4,791,458.03","61,466",$77.95,"1,795,830",$3.19,"37,127",$21.21,"24,339",$2.38,"72,598","$4,631,703.24","59,607",$77.70,"1,715,430",$3.20,"37,997",$28.18,"21,610",$2.44,"72,326","$4,359,951.84","59,111",$73.76,"1,673,483",$3.03,"40,218",$30.39,"18,893",$2.64,"66,291","$3,039,220.00","54,479",$55.79,"1,517,642",$2.27,"38,031",$26.56,"16,448",$2.31,"63,937","$2,568,803.12","52,520",$48.91,"1,474,385",$1.97,"37,463",$24.98,"15,057",$2.46,-13%
CEFTAZIDIME ,CEFTAZIDIME ,"14,747","$2,143,705.67","6,400",$334.95,"1,620,716",$1.86,"1,560",$102.35,"4,840",$2.19,"13,216","$1,713,071.65","5,881",$291.29,"1,410,758",$1.72,"1,509",$99.79,"4,372",$1.99,"14,939","$2,044,258.79","6,396",$319.62,"1,994,439",$1.37,"1,829",$93.11,"4,567",$1.80,"14,662","$1,952,759.55","6,182",$315.88,"1,965,244",$1.39,"1,748",$92.16,"4,434",$2.36,"15,739","$1,795,199.28","6,476",$277.21,"2,188,169",$0.90,"1,890",$108.23,"4,586",$2.19,-20%
CEFTAZIDIME ,CEFTAZIDIME IN DEXTROSE5%WATER ,,,,,,,,,,,13,"$2,298.76",,,176,$13.49,,,,,17,"$3,014.19",,,245,$12.41,,,,,66,"$11,415.35",18,$634.19,"1,340",$9.92,,,,,144,"$18,770.17",58,$323.62,"21,452",$1.16,,,,,
CEFTIBUTEN ,CEFTIBUTEN ,,,,,,,,,,,,,,,,,,,,,24,"$13,575.25",22,$617.06,547,$25.97,,,,,487,"$157,264.35",412,$381.71,"6,786",$25.67,264,$58.25,148,$1.91,406,"$139,158.84",336,$414.16,"6,505",$24.58,215,$64.59,121,$7.02,
CEFTIN ,CEFUROXIME AXETIL ,"2,520","$488,150.88","2,084",$234.24,"327,319",$2.82,729,$70.58,"1,355",$3.08,"2,374","$517,775.68","1,871",$276.74,"303,892",$3.35,678,$86.30,"1,193",$2.89,"2,494","$589,706.19","1,963",$300.41,"316,603",$3.47,868,$78.96,"1,095",$2.59,"2,318","$597,170.41","1,827",$326.86,"284,659",$3.99,838,$80.32,989,$2.30,"1,969","$645,668.10","1,564",$412.83,"251,793",$4.65,762,$93.27,802,$3.18,25%
CEFTRIAXONE ,"CEFTRIAXONE NA/DEXTROSE,ISO ","10,450","$2,449,897.95","5,337",$459.04,"2,461,245",$1.01,852,$185.30,"4,485",$2.47,"10,932","$1,997,512.08","5,361",$372.60,"2,499,098",$1.02,853,$142.99,"4,508",$2.12,"10,761","$1,035,629.13","5,067",$204.39,"2,253,948",$0.60,915,$84.06,"4,152",$1.20,"11,844","$1,042,344.61","5,748",$181.34,"2,428,350",$0.52,931,$88.50,"4,817",$1.41,"13,847","$1,303,740.75","6,265",$208.10,"2,746,463",$0.60,977,$90.43,"5,288",$1.69,0%
CEFTRIAXONE ,CEFTRIAXONE SODIUM ,"253,073","$25,185,712.06","146,664",$171.72,"5,730,264",$4.42,"29,939",$67.84,"116,725",$1.15,"267,777","$23,708,414.54","152,725",$155.24,"5,307,452",$4.30,"32,723",$65.15,"120,002",$1.10,"284,188","$22,258,579.69","160,134",$139.00,"5,439,520",$3.81,"38,236",$52.91,"121,898",$1.05,"276,755","$17,535,822.55","153,994",$113.87,"5,304,020",$3.39,"38,929",$46.57,"115,065",$1.13,"292,356","$17,195,636.44","159,550",$107.78,"5,879,499",$3.10,"41,367",$48.56,"118,183",$1.06,-6%
CEFUROXIME ,CEFUROXIME AXETIL ,"737,921","$12,111,746.41","571,540",$21.19,"13,602,065",$0.89,"344,660",$9.37,"226,880",$1.63,"817,421","$13,371,043.07","630,449",$21.21,"15,078,203",$0.88,"391,880",$9.64,"238,569",$1.52,"1,006,610","$15,816,113.32","776,963",$20.36,"18,499,292",$0.85,"513,580",$9.45,"263,383",$1.59,"1,020,465","$33,912,999.61","790,281",$42.91,"18,747,591",$1.81,"533,531",$12.92,"256,750",$1.71,"1,101,755","$45,399,351.77","854,254",$53.15,"20,026,437",$2.26,"588,244",$13.98,"266,010",$1.87,25%
CEFUROXIME AXETIL ,CEFUROXIME AXETIL ,65,"$8,214.77",63,$130.39,"8,669",$0.97,14,$27.94,49,$0.30,13,"$1,960.34",11,$178.21,"2,150",$0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEFUROXIME SODIUM ,CEFUROXIME SODIUM ,270,"$26,857.86",147,$182.71,"17,345",$3.09,47,$80.15,100,$1.20,302,"$28,540.04",164,$174.02,"29,507",$1.39,55,$60.84,109,$0.99,252,"$26,590.87",148,$179.67,"42,965",$0.91,61,$44.82,87,$1.93,288,"$33,646.03",140,$240.33,"38,227",$0.89,63,$69.25,77,$0.82,229,"$19,337.56",114,$169.63,"50,795",$0.39,46,$57.79,68,$1.04,
CELEBREX ,CELECOXIB ,"3,053,004","$573,876,363.60","737,552",$778.08,"144,640,911",$3.99,"419,576",$213.63,"317,976",$19.79,"3,186,574","$693,337,407.44","773,399",$896.48,"162,752,709",$4.27,"457,412",$224.40,"315,987",$18.83,"3,628,798","$947,256,117.37","892,217","$1,061.69","180,376,990",$5.27,"569,200",$227.57,"323,017",$19.19,"3,360,135","$1,065,953,800.80","851,256","$1,252.21","167,886,427",$6.37,"541,052",$249.46,"310,204",$17.98,"246,750","$87,139,089.13","92,075",$946.39,"11,927,434",$7.34,"42,616",$257.22,"49,459",$9.50,16%
CELECOXIB ,CELECOXIB ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,820","$19,570,562.43","87,958",$222.50,"4,861,264",$4.05,"58,549",$44.42,"29,409",$1.45,"2,991,693","$479,623,729.45","788,499",$608.27,"160,231,247",$3.01,"519,463",$160.57,"269,036",$8.74,-25%
CELESTONE ,BETAMET ACET/BETAMET NA PH ,140,"$8,499.89",111,$76.58,"3,178",$2.67,46,$73.49,65,$4.02,225,"$14,733.87",178,$82.77,"8,186",$1.80,107,$48.88,71,$2.36,192,"$7,370.27",133,$55.42,"11,979",$0.62,92,$21.67,41,$0.67,312,"$12,361.60",192,$64.38,"5,343",$2.31,137,$27.16,55,$3.80,130,"$4,778.47",90,$53.09,654,$7.31,57,$24.54,33,$5.43,
CELESTONE ,BETAMETHASONE ,"2,982","$171,627.50","2,437",$70.43,"494,381",$0.35,"2,360",$25.42,77,$9.61,191,"$11,081.06",176,$62.96,"27,841",$0.40,163,$32.08,13,$3.57,19,$800.07,18,$44.45,"3,346",$0.24,,,,,,,,,,,,,,,,,,,,,,,,,
CELEXA ,CITALOPRAM HYDROBROMIDE ,"9,237","$1,517,179.97","2,100",$722.47,"433,526",$3.50,"1,172",$278.28,928,$18.56,"9,442","$1,780,621.07","1,965",$906.17,"443,028",$4.02,"1,161",$330.51,804,$19.66,"9,808","$2,204,030.81","2,051","$1,074.61","472,278",$4.67,"1,345",$341.12,706,$20.21,"9,727","$2,559,835.09","2,043","$1,252.98","491,648",$5.22,"1,324",$368.74,719,$16.46,"9,696","$3,039,250.00","1,928","$1,576.37","480,073",$6.34,"1,250",$418.21,678,$20.07,22%
