Notes,Year,Year Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Standard Error,% of Total Deaths
Total,2005,2005,Washington,53,Female,F,,,248,3145396,7.9,0.5,0.001
,2005,2005,Washington,53,Male,M,15-24 years,15-24,40,462519,8.6,1.4,0
,2005,2005,Washington,53,Male,M,25-34 years,25-34,59,423580,13.9,1.8,0
,2005,2005,Washington,53,Male,M,35-44 years,35-44,117,470850,24.8,2.3,0
,2005,2005,Washington,53,Male,M,45-54 years,45-54,150,470820,31.9,2.6,0
,2005,2005,Washington,53,Male,M,55-64 years,55-64,52,333128,15.6,2.2,0
Total,2005,2005,Washington,53,Male,M,,,425,3111909,13.7,0.7,0.001
Total,2005,2005,Washington,53,,,,,673,6257305,10.8,0.4,0.002
,2005,2005,West Virginia,54,Female,F,25-34 years,25-34,12,110468,Unreliable,3.1,0
,2005,2005,West Virginia,54,Female,F,35-44 years,35-44,13,124150,Unreliable,2.9,0
Total,2005,2005,West Virginia,54,Female,F,,,40,927690,4.3,0.7,0
,2005,2005,West Virginia,54,Male,M,15-24 years,15-24,13,123607,Unreliable,2.9,0
,2005,2005,West Virginia,54,Male,M,25-34 years,25-34,37,112182,33.0,5.4,0
,2005,2005,West Virginia,54,Male,M,35-44 years,35-44,30,123059,24.4,4.5,0
,2005,2005,West Virginia,54,Male,M,45-54 years,45-54,25,139689,17.9,3.6,0
Total,2005,2005,West Virginia,54,Male,M,,,109,892802,12.2,1.2,0
Total,2005,2005,West Virginia,54,,,,,149,1820492,8.2,0.7,0
,2005,2005,Wisconsin,55,Female,F,25-34 years,25-34,20,331726,6.0,1.3,0
,2005,2005,Wisconsin,55,Female,F,35-44 years,35-44,50,406024,12.3,1.7,0
,2005,2005,Wisconsin,55,Female,F,45-54 years,45-54,36,416400,8.6,1.4,0
,2005,2005,Wisconsin,55,Female,F,55-64 years,55-64,12,290387,Unreliable,1.2,0
Total,2005,2005,Wisconsin,55,Female,F,,,130,2797061,4.6,0.4,0
,2005,2005,Wisconsin,55,Male,M,15-24 years,15-24,38,416765,9.1,1.5,0
,2005,2005,Wisconsin,55,Male,M,25-34 years,25-34,38,346471,11.0,1.8,0
,2005,2005,Wisconsin,55,Male,M,35-44 years,35-44,66,410913,16.1,2,0
,2005,2005,Wisconsin,55,Male,M,45-54 years,45-54,63,420477,15.0,1.9,0
,2005,2005,Wisconsin,55,Male,M,55-64 years,55-64,18,284340,Unreliable,1.5,0
Total,2005,2005,Wisconsin,55,Male,M,,,228,2749105,8.3,0.5,0.001
Total,2005,2005,Wisconsin,55,,,,,358,5546166,6.5,0.3,0.001
Total,2005,2005,Wyoming,56,,,,,11,514157,Unreliable,0.6,0
Total,2005,2005,,,,,,,18644,295516599,6.3,0,0.053
,2006,2006,Alabama,1,Female,F,25-34 years,25-34,10,300430,Unreliable,1.1,0
,2006,2006,Alabama,1,Female,F,35-44 years,35-44,23,328049,7.0,1.5,0
,2006,2006,Alabama,1,Female,F,45-54 years,45-54,15,345733,Unreliable,1.1,0
Total,2006,2006,Alabama,1,Female,F,,,64,2385480,2.7,0.3,0
,2006,2006,Alabama,1,Male,M,15-24 years,15-24,17,335663,Unreliable,1.2,0
,2006,2006,Alabama,1,Male,M,25-34 years,25-34,26,290631,8.9,1.8,0
,2006,2006,Alabama,1,Male,M,35-44 years,35-44,20,314657,6.4,1.4,0
,2006,2006,Alabama,1,Male,M,45-54 years,45-54,21,326177,6.4,1.4,0
Total,2006,2006,Alabama,1,Male,M,,,92,2243501,4.1,0.4,0
Total,2006,2006,Alabama,1,,,,,156,4628981,3.4,0.3,0
Total,2006,2006,Alaska,2,Female,F,,,10,325121,Unreliable,1,0
Total,2006,2006,Alaska,2,Male,M,,,26,350181,7.4,1.5,0
Total,2006,2006,Alaska,2,,,,,36,675302,5.3,0.9,0
,2006,2006,Arizona,4,Female,F,15-24 years,15-24,12,410736,Unreliable,0.8,0
,2006,2006,Arizona,4,Female,F,25-34 years,25-34,17,408459,Unreliable,1,0
,2006,2006,Arizona,4,Female,F,35-44 years,35-44,48,407003,11.8,1.7,0
,2006,2006,Arizona,4,Female,F,45-54 years,45-54,65,400386,16.2,2,0
,2006,2006,Arizona,4,Female,F,55-64 years,55-64,23,331379,6.9,1.4,0
Total,2006,2006,Arizona,4,Female,F,,,180,3026134,5.9,0.4,0.001
,2006,2006,Arizona,4,Male,M,15-24 years,15-24,44,446131,9.9,1.5,0
,2006,2006,Arizona,4,Male,M,25-34 years,25-34,74,429955,17.2,2,0
,2006,2006,Arizona,4,Male,M,35-44 years,35-44,96,418806,22.9,2.3,0
,2006,2006,Arizona,4,Male,M,45-54 years,45-54,99,384152,25.8,2.6,0
,2006,2006,Arizona,4,Male,M,55-64 years,55-64,39,301884,12.9,2.1,0
Total,2006,2006,Arizona,4,Male,M,,,365,3003007,12.2,0.6,0.001
Total,2006,2006,Arizona,4,,,,,545,6029141,9.0,0.4,0.002
,2006,2006,Arkansas,5,Female,F,35-44 years,35-44,17,191576,Unreliable,2.2,0
,2006,2006,Arkansas,5,Female,F,45-54 years,45-54,14,199109,Unreliable,1.9,0
Total,2006,2006,Arkansas,5,Female,F,,,51,1438428,3.5,0.5,0
,2006,2006,Arkansas,5,Male,M,15-24 years,15-24,29,201934,14.4,2.7,0
,2006,2006,Arkansas,5,Male,M,25-34 years,25-34,29,183449,15.8,2.9,0
,2006,2006,Arkansas,5,Male,M,35-44 years,35-44,28,189796,14.8,2.8,0
,2006,2006,Arkansas,5,Male,M,45-54 years,45-54,19,192180,Unreliable,2.3,0
Total,2006,2006,Arkansas,5,Male,M,,,114,1383333,8.2,0.8,0
Total,2006,2006,Arkansas,5,,,,,165,2821761,5.8,0.5,0
,2006,2006,California,6,Female,F,15-24 years,15-24,21,2585126,0.8,0.2,0
,2006,2006,California,6,Female,F,25-34 years,25-34,62,2534367,2.4,0.3,0
,2006,2006,California,6,Female,F,35-44 years,35-44,130,2679857,4.9,0.4,0
,2006,2006,California,6,Female,F,45-54 years,45-54,235,2527529,9.3,0.6,0.001
,2006,2006,California,6,Female,F,55-64 years,55-64,110,1805575,6.1,0.6,0
,2006,2006,California,6,Female,F,65-74 years,65-74,25,1075303,2.3,0.5,0
,2006,2006,California,6,Female,F,75-84 years,75-84,11,797474,Unreliable,0.4,0
Total,2006,2006,California,6,Female,F,,,603,18097471,3.3,0.1,0.002
,2006,2006,California,6,Male,M,15-24 years,15-24,93,2804165,3.3,0.3,0
,2006,2006,California,6,Male,M,25-34 years,25-34,179,2635626,6.8,0.5,0.001
,2006,2006,California,6,Male,M,35-44 years,35-44,315,2728888,11.5,0.7,0.001
,2006,2006,California,6,Male,M,45-54 years,45-54,448,2482711,18.0,0.9,0.001
,2006,2006,California,6,Male,M,55-64 years,55-64,163,1682305,9.7,0.8,0
,2006,2006,California,6,Male,M,65-74 years,65-74,27,917570,2.9,0.6,0
Total,2006,2006,California,6,Male,M,,,1237,17923731,6.9,0.2,0.003
Total,2006,2006,California,6,,,,,1840,36021202,5.1,0.1,0.005
,2006,2006,Colorado,8,Female,F,15-24 years,15-24,11,324655,Unreliable,1,0
,2006,2006,Colorado,8,Female,F,25-34 years,25-34,31,325309,9.5,1.7,0
,2006,2006,Colorado,8,Female,F,35-44 years,35-44,38,347428,10.9,1.8,0
,2006,2006,Colorado,8,Female,F,45-54 years,45-54,54,359847,15.0,2,0
,2006,2006,Colorado,8,Female,F,55-64 years,55-64,14,250306,Unreliable,1.5,0
Total,2006,2006,Colorado,8,Female,F,,,151,2352960,6.4,0.5,0
,2006,2006,Colorado,8,Male,M,15-24 years,15-24,25,353136,7.1,1.4,0
,2006,2006,Colorado,8,Male,M,25-34 years,25-34,58,348105,16.7,2.2,0
,2006,2006,Colorado,8,Male,M,35-44 years,35-44,77,359609,21.4,2.4,0
,2006,2006,Colorado,8,Male,M,45-54 years,45-54,82,357116,23.0,2.5,0
,2006,2006,Colorado,8,Male,M,55-64 years,55-64,20,244418,8.2,1.8,0
Total,2006,2006,Colorado,8,Male,M,,,267,2367463,11.3,0.7,0.001
Total,2006,2006,Colorado,8,,,,,418,4720423,8.9,0.4,0.001
,2006,2006,Connecticut,9,Female,F,25-34 years,25-34,10,203063,Unreliable,1.6,0
,2006,2006,Connecticut,9,Female,F,35-44 years,35-44,21,276804,7.6,1.7,0
,2006,2006,Connecticut,9,Female,F,45-54 years,45-54,15,280972,Unreliable,1.4,0
Total,2006,2006,Connecticut,9,Female,F,,,65,1807675,3.6,0.4,0
,2006,2006,Connecticut,9,Male,M,15-24 years,15-24,33,240454,13.7,2.4,0
,2006,2006,Connecticut,9,Male,M,25-34 years,25-34,38,200214,19.0,3.1,0
,2006,2006,Connecticut,9,Male,M,35-44 years,35-44,67,264136,25.4,3.1,0
,2006,2006,Connecticut,9,Male,M,45-54 years,45-54,72,269487,26.7,3.1,0
,2006,2006,Connecticut,9,Male,M,55-64 years,55-64,12,189897,Unreliable,1.8,0
Total,2006,2006,Connecticut,9,Male,M,,,227,1709785,13.3,0.9,0.001
Total,2006,2006,Connecticut,9,,,,,292,3517460,8.3,0.5,0.001
Total,2006,2006,Delaware,10,Female,F,,,10,442766,Unreliable,0.7,0
,2006,2006,Delaware,10,Male,M,25-34 years,25-34,14,52663,Unreliable,7.1,0
Total,2006,2006,Delaware,10,Male,M,,,35,416502,8.4,1.4,0
Total,2006,2006,Delaware,10,,,,,45,859268,5.2,0.8,0
,2006,2006,District of Columbia,11,Female,F,45-54 years,45-54,16,38619,Unreliable,10.4,0
Total,2006,2006,District of Columbia,11,Female,F,,,31,301322,10.3,1.8,0
,2006,2006,District of Columbia,11,Male,M,35-44 years,35-44,16,42028,Unreliable,9.5,0
,2006,2006,District of Columbia,11,Male,M,45-54 years,45-54,28,35891,78.0,14.7,0
,2006,2006,District of Columbia,11,Male,M,55-64 years,55-64,12,27333,Unreliable,12.7,0
Total,2006,2006,District of Columbia,11,Male,M,,,61,269359,22.6,2.9,0
Total,2006,2006,District of Columbia,11,,,,,92,570681,16.1,1.7,0
,2006,2006,Florida,12,Female,F,15-24 years,15-24,55,1163264,4.7,0.6,0
,2006,2006,Florida,12,Female,F,25-34 years,25-34,76,1106211,6.9,0.8,0
,2006,2006,Florida,12,Female,F,35-44 years,35-44,136,1298263,10.5,0.9,0
,2006,2006,Florida,12,Female,F,45-54 years,45-54,185,1319821,14.0,1,0.001
,2006,2006,Florida,12,Female,F,55-64 years,55-64,55,1112385,4.9,0.7,0
,2006,2006,Florida,12,Female,F,65-74 years,65-74,13,818653,Unreliable,0.4,0
Total,2006,2006,Florida,12,Female,F,,,531,9280080,5.7,0.2,0.001
,2006,2006,Florida,12,Male,M,15-24 years,15-24,158,1231632,12.8,1,0
,2006,2006,Florida,12,Male,M,25-34 years,25-34,247,1115444,22.1,1.4,0.001
,2006,2006,Florida,12,Male,M,35-44 years,35-44,289,1284703,22.5,1.3,0.001
,2006,2006,Florida,12,Male,M,45-54 years,45-54,278,1254102,22.2,1.3,0.001
,2006,2006,Florida,12,Male,M,55-64 years,55-64,81,995923,8.1,0.9,0
,2006,2006,Florida,12,Male,M,65-74 years,65-74,13,716524,Unreliable,0.5,0
Total,2006,2006,Florida,12,Male,M,,,1077,8886910,12.1,0.4,0.003
Total,2006,2006,Florida,12,,,,,1608,18166990,8.9,0.2,0.005
,2006,2006,Georgia,13,Female,F,25-34 years,25-34,20,662235,3.0,0.7,0
,2006,2006,Georgia,13,Female,F,35-44 years,35-44,48,715587,6.7,1,0
,2006,2006,Georgia,13,Female,F,45-54 years,45-54,57,657665,8.7,1.1,0
,2006,2006,Georgia,13,Female,F,55-64 years,55-64,12,481445,Unreliable,0.7,0
Total,2006,2006,Georgia,13,Female,F,,,150,4670606,3.2,0.3,0
,2006,2006,Georgia,13,Male,M,15-24 years,15-24,35,682018,5.1,0.9,0
,2006,2006,Georgia,13,Male,M,25-34 years,25-34,77,650142,11.8,1.3,0
,2006,2006,Georgia,13,Male,M,35-44 years,35-44,91,699702,13.0,1.4,0
,2006,2006,Georgia,13,Male,M,45-54 years,45-54,90,623011,14.4,1.5,0
,2006,2006,Georgia,13,Male,M,55-64 years,55-64,19,438605,Unreliable,1,0
Total,2006,2006,Georgia,13,Male,M,,,316,4485207,7.0,0.4,0.001
Total,2006,2006,Georgia,13,,,,,466,9155813,5.1,0.2,0.001
,2006,2006,Hawaii,15,Female,F,45-54 years,45-54,10,95949,Unreliable,3.3,0
Total,2006,2006,Hawaii,15,Female,F,,,20,652351,3.1,0.7,0
,2006,2006,Hawaii,15,Male,M,25-34 years,25-34,10,91063,Unreliable,3.5,0
,2006,2006,Hawaii,15,Male,M,35-44 years,35-44,10,91665,Unreliable,3.4,0
,2006,2006,Hawaii,15,Male,M,45-54 years,45-54,20,95929,20.8,4.7,0
Total,2006,2006,Hawaii,15,Male,M,,,52,657380,7.9,1.1,0
Total,2006,2006,Hawaii,15,,,,,72,1309731,5.5,0.6,0
,2006,2006,Idaho,16,Female,F,35-44 years,35-44,12,95032,Unreliable,3.6,0
Total,2006,2006,Idaho,16,Female,F,,,29,732104,4.0,0.7,0
,2006,2006,Idaho,16,Male,M,25-34 years,25-34,13,98113,Unreliable,3.7,0
Total,2006,2006,Idaho,16,Male,M,,,41,736565,5.6,0.9,0
Total,2006,2006,Idaho,16,,,,,70,1468669,4.8,0.6,0
,2006,2006,Illinois,17,Female,F,15-24 years,15-24,35,877110,4.0,0.7,0
,2006,2006,Illinois,17,Female,F,25-34 years,25-34,40,863034,4.6,0.7,0
,2006,2006,Illinois,17,Female,F,35-44 years,35-44,92,920995,10.0,1,0
,2006,2006,Illinois,17,Female,F,45-54 years,45-54,76,929540,8.2,0.9,0
,2006,2006,Illinois,17,Female,F,55-64 years,55-64,13,675463,Unreliable,0.5,0
Total,2006,2006,Illinois,17,Female,F,,,262,6440022,4.1,0.3,0.001
,2006,2006,Illinois,17,Male,M,15-24 years,15-24,99,927409,10.7,1.1,0
,2006,2006,Illinois,17,Male,M,25-34 years,25-34,186,874795,21.3,1.6,0.001
,2006,2006,Illinois,17,Male,M,35-44 years,35-44,260,913596,28.5,1.8,0.001
,2006,2006,Illinois,17,Male,M,45-54 years,45-54,261,897523,29.1,1.8,0.001
,2006,2006,Illinois,17,Male,M,55-64 years,55-64,61,625704,9.7,1.2,0
Total,2006,2006,Illinois,17,Male,M,,,874,6203933,14.1,0.5,0.002
Total,2006,2006,Illinois,17,,,,,1136,12643955,9.0,0.3,0.003
,2006,2006,Indiana,18,Female,F,15-24 years,15-24,10,450069,Unreliable,0.7,0
,2006,2006,Indiana,18,Female,F,25-34 years,25-34,12,403993,Unreliable,0.9,0
,2006,2006,Indiana,18,Female,F,35-44 years,35-44,15,446549,Unreliable,0.9,0
,2006,2006,Indiana,18,Female,F,45-54 years,45-54,27,465837,5.8,1.1,0
Total,2006,2006,Indiana,18,Female,F,,,76,3218203,2.4,0.3,0
,2006,2006,Indiana,18,Male,M,15-24 years,15-24,26,470563,5.5,1.1,0
,2006,2006,Indiana,18,Male,M,25-34 years,25-34,44,408267,10.8,1.6,0
,2006,2006,Indiana,18,Male,M,35-44 years,35-44,37,446726,8.3,1.4,0
,2006,2006,Indiana,18,Male,M,45-54 years,45-54,33,457802,7.2,1.3,0
Total,2006,2006,Indiana,18,Male,M,,,146,3114466,4.7,0.4,0
Total,2006,2006,Indiana,18,,,,,222,6332669,3.5,0.2,0.001
,2006,2006,Iowa,19,Female,F,35-44 years,35-44,14,196645,Unreliable,1.9,0
Total,2006,2006,Iowa,19,Female,F,,,40,1511124,2.6,0.4,0
,2006,2006,Iowa,19,Male,M,25-34 years,25-34,19,179381,Unreliable,2.4,0
,2006,2006,Iowa,19,Male,M,35-44 years,35-44,20,199170,10.0,2.2,0
,2006,2006,Iowa,19,Male,M,45-54 years,45-54,19,220268,Unreliable,2,0
Total,2006,2006,Iowa,19,Male,M,,,70,1471520,4.8,0.6,0
Total,2006,2006,Iowa,19,,,,,110,2982644,3.7,0.4,0
,2006,2006,Kansas,20,Female,F,25-34 years,25-34,10,168239,Unreliable,1.9,0
,2006,2006,Kansas,20,Female,F,35-44 years,35-44,17,184751,Unreliable,2.2,0
,2006,2006,Kansas,20,Female,F,45-54 years,45-54,25,202591,12.3,2.5,0
Total,2006,2006,Kansas,20,Female,F,,,64,1394092,4.6,0.6,0
,2006,2006,Kansas,20,Male,M,25-34 years,25-34,21,174898,12.0,2.6,0
,2006,2006,Kansas,20,Male,M,35-44 years,35-44,23,185819,12.4,2.6,0
,2006,2006,Kansas,20,Male,M,45-54 years,45-54,29,200059,14.5,2.7,0
Total,2006,2006,Kansas,20,Male,M,,,87,1368839,6.4,0.7,0
Total,2006,2006,Kansas,20,,,,,151,2762931,5.5,0.4,0
,2006,2006,Kentucky,21,Female,F,15-24 years,15-24,15,284305,Unreliable,1.4,0
,2006,2006,Kentucky,21,Female,F,25-34 years,25-34,27,276991,9.7,1.9,0
,2006,2006,Kentucky,21,Female,F,35-44 years,35-44,37,304767,12.1,2,0
,2006,2006,Kentucky,21,Female,F,45-54 years,45-54,35,317515,11.0,1.9,0
Total,2006,2006,Kentucky,21,Female,F,,,125,2149096,5.8,0.5,0
,2006,2006,Kentucky,21,Male,M,15-24 years,15-24,40,297700,13.4,2.1,0
,2006,2006,Kentucky,21,Male,M,25-34 years,25-34,85,278078,30.6,3.3,0
,2006,2006,Kentucky,21,Male,M,35-44 years,35-44,64,302705,21.1,2.6,0
,2006,2006,Kentucky,21,Male,M,45-54 years,45-54,41,307089,13.4,2.1,0
,2006,2006,Kentucky,21,Male,M,55-64 years,55-64,13,231395,Unreliable,1.6,0
Total,2006,2006,Kentucky,21,Male,M,,,248,2070143,12.0,0.8,0.001
Total,2006,2006,Kentucky,21,,,,,373,4219239,8.8,0.5,0.001
,2006,2006,Louisiana,22,Female,F,25-34 years,25-34,24,281891,8.5,1.7,0
,2006,2006,Louisiana,22,Female,F,35-44 years,35-44,17,301220,Unreliable,1.4,0
,2006,2006,Louisiana,22,Female,F,45-54 years,45-54,21,322474,6.5,1.4,0
Total,2006,2006,Louisiana,22,Female,F,,,77,2204072,3.5,0.4,0
,2006,2006,Louisiana,22,Male,M,15-24 years,15-24,33,330764,10.0,1.7,0
,2006,2006,Louisiana,22,Male,M,25-34 years,25-34,47,278371,16.9,2.5,0
,2006,2006,Louisiana,22,Male,M,35-44 years,35-44,56,290560,19.3,2.6,0
,2006,2006,Louisiana,22,Male,M,45-54 years,45-54,51,310029,16.5,2.3,0
,2006,2006,Louisiana,22,Male,M,55-64 years,55-64,20,223365,9.0,2,0
Total,2006,2006,Louisiana,22,Male,M,,,210,2098593,10.0,0.7,0.001
Total,2006,2006,Louisiana,22,,,,,287,4302665,6.7,0.4,0.001
Total,2006,2006,Maine,23,Female,F,,,27,676157,4.0,0.8,0
,2006,2006,Maine,23,Male,M,15-24 years,15-24,15,89567,Unreliable,4.3,0
,2006,2006,Maine,23,Male,M,25-34 years,25-34,18,70761,Unreliable,6,0
,2006,2006,Maine,23,Male,M,35-44 years,35-44,22,95408,23.1,4.9,0
,2006,2006,Maine,23,Male,M,45-54 years,45-54,15,106188,Unreliable,3.6,0
Total,2006,2006,Maine,23,Male,M,,,74,647462,11.4,1.3,0
Total,2006,2006,Maine,23,,,,,101,1323619,7.6,0.8,0
,2006,2006,Maryland,24,Female,F,15-24 years,15-24,18,381381,Unreliable,1.1,0
,2006,2006,Maryland,24,Female,F,25-34 years,25-34,26,373397,7.0,1.4,0
,2006,2006,Maryland,24,Female,F,35-44 years,35-44,62,453313,13.7,1.7,0
,2006,2006,Maryland,24,Female,F,45-54 years,45-54,52,447567,11.6,1.6,0
,2006,2006,Maryland,24,Female,F,55-64 years,55-64,18,324883,Unreliable,1.3,0
Total,2006,2006,Maryland,24,Female,F,,,176,2907963,6.1,0.5,0
,2006,2006,Maryland,24,Male,M,15-24 years,15-24,58,399489,14.5,1.9,0
,2006,2006,Maryland,24,Male,M,25-34 years,25-34,75,352394,21.3,2.5,0
,2006,2006,Maryland,24,Male,M,35-44 years,35-44,144,419546,34.3,2.9,0
,2006,2006,Maryland,24,Male,M,45-54 years,45-54,153,412920,37.1,3,0
,2006,2006,Maryland,24,Male,M,55-64 years,55-64,35,293368,11.9,2,0
Total,2006,2006,Maryland,24,Male,M,,,473,2719404,17.4,0.8,0.001
Total,2006,2006,Maryland,24,,,,,649,5627367,11.5,0.5,0.002
,2006,2006,Massachusetts,25,Female,F,15-24 years,15-24,11,451351,Unreliable,0.7,0
,2006,2006,Massachusetts,25,Female,F,25-34 years,25-34,36,415111,8.7,1.4,0
,2006,2006,Massachusetts,25,Female,F,35-44 years,35-44,63,499020,12.6,1.6,0
,2006,2006,Massachusetts,25,Female,F,45-54 years,45-54,92,496095,18.5,1.9,0
,2006,2006,Massachusetts,25,Female,F,55-64 years,55-64,21,369814,5.7,1.2,0
Total,2006,2006,Massachusetts,25,Female,F,,,229,3311185,6.9,0.5,0.001
,2006,2006,Massachusetts,25,Male,M,15-24 years,15-24,58,457594,12.7,1.7,0
,2006,2006,Massachusetts,25,Male,M,25-34 years,25-34,123,403288,30.5,2.8,0
,2006,2006,Massachusetts,25,Male,M,35-44 years,35-44,175,478367,36.6,2.8,0
,2006,2006,Massachusetts,25,Male,M,45-54 years,45-54,174,471080,36.9,2.8,0
,2006,2006,Massachusetts,25,Male,M,55-64 years,55-64,35,338730,10.3,1.7,0
Total,2006,2006,Massachusetts,25,Male,M,,,566,3098899,18.3,0.8,0.002
Total,2006,2006,Massachusetts,25,,,,,795,6410084,12.4,0.4,0.002
,2006,2006,Michigan,26,Female,F,15-24 years,15-24,14,706017,Unreliable,0.5,0
,2006,2006,Michigan,26,Female,F,25-34 years,25-34,30,610828,4.9,0.9,0
,2006,2006,Michigan,26,Female,F,35-44 years,35-44,70,722770,9.7,1.2,0
,2006,2006,Michigan,26,Female,F,45-54 years,45-54,84,770810,10.9,1.2,0
,2006,2006,Michigan,26,Female,F,55-64 years,55-64,31,569336,5.4,1,0
Total,2006,2006,Michigan,26,Female,F,,,235,5106621,4.6,0.3,0.001
,2006,2006,Michigan,26,Male,M,15-24 years,15-24,63,737121,8.5,1.1,0
,2006,2006,Michigan,26,Male,M,25-34 years,25-34,119,608228,19.6,1.8,0
,2006,2006,Michigan,26,Male,M,35-44 years,35-44,122,716929,17.0,1.5,0
,2006,2006,Michigan,26,Male,M,45-54 years,45-54,156,748719,20.8,1.7,0
,2006,2006,Michigan,26,Male,M,55-64 years,55-64,30,539929,5.6,1,0
Total,2006,2006,Michigan,26,Male,M,,,494,4929460,10.0,0.5,0.001
Total,2006,2006,Michigan,26,,,,,729,10036081,7.3,0.3,0.002
,2006,2006,Minnesota,27,Female,F,25-34 years,25-34,11,324795,Unreliable,1,0
,2006,2006,Minnesota,27,Female,F,35-44 years,35-44,24,372972,6.4,1.3,0
,2006,2006,Minnesota,27,Female,F,45-54 years,45-54,17,390978,Unreliable,1.1,0
Total,2006,2006,Minnesota,27,Female,F,,,66,2600951,2.5,0.3,0
,2006,2006,Minnesota,27,Male,M,15-24 years,15-24,14,382437,Unreliable,1,0
,2006,2006,Minnesota,27,Male,M,25-34 years,25-34,34,336673,10.1,1.7,0
,2006,2006,Minnesota,27,Male,M,35-44 years,35-44,32,378412,8.5,1.5,0
,2006,2006,Minnesota,27,Male,M,45-54 years,45-54,54,392868,13.7,1.9,0
Total,2006,2006,Minnesota,27,Male,M,,,143,2562604,5.6,0.5,0
Total,2006,2006,Minnesota,27,,,,,209,5163555,4.0,0.3,0.001
,2006,2006,Mississippi,28,Female,F,35-44 years,35-44,12,201723,Unreliable,1.7,0
Total,2006,2006,Mississippi,28,Female,F,,,33,1496313,2.2,0.4,0
,2006,2006,Mississippi,28,Male,M,15-24 years,15-24,11,223354,Unreliable,1.5,0
,2006,2006,Mississippi,28,Male,M,25-34 years,25-34,15,183032,Unreliable,2.1,0
,2006,2006,Mississippi,28,Male,M,35-44 years,35-44,29,191538,15.1,2.8,0
,2006,2006,Mississippi,28,Male,M,45-54 years,45-54,11,197901,Unreliable,1.7,0
Total,2006,2006,Mississippi,28,Male,M,,,74,1408665,5.3,0.6,0
Total,2006,2006,Mississippi,28,,,,,107,2904978,3.7,0.4,0
,2006,2006,Missouri,29,Female,F,15-24 years,15-24,22,414074,5.3,1.1,0
,2006,2006,Missouri,29,Female,F,25-34 years,25-34,29,370372,7.8,1.5,0
,2006,2006,Missouri,29,Female,F,35-44 years,35-44,50,407713,12.3,1.7,0
,2006,2006,Missouri,29,Female,F,45-54 years,45-54,53,436464,12.1,1.7,0
,2006,2006,Missouri,29,Female,F,55-64 years,55-64,11,333001,Unreliable,1,0
Total,2006,2006,Missouri,29,Female,F,,,166,2987563,5.6,0.4,0
,2006,2006,Missouri,29,Male,M,15-24 years,15-24,50,428629,11.7,1.6,0
,2006,2006,Missouri,29,Male,M,25-34 years,25-34,73,365664,20.0,2.3,0
,2006,2006,Missouri,29,Male,M,35-44 years,35-44,85,403377,21.1,2.3,0
,2006,2006,Missouri,29,Male,M,45-54 years,45-54,79,421589,18.7,2.1,0
,2006,2006,Missouri,29,Male,M,55-64 years,55-64,22,307897,7.1,1.5,0
Total,2006,2006,Missouri,29,Male,M,,,315,2855141,11.0,0.6,0.001
Total,2006,2006,Missouri,29,,,,,481,5842704,8.2,0.4,0.001
Total,2006,2006,Montana,30,Female,F,,,14,475341,Unreliable,0.8,0
,2006,2006,Montana,30,Male,M,25-34 years,25-34,13,55456,Unreliable,6.5,0
Total,2006,2006,Montana,30,Male,M,,,37,477351,7.8,1.3,0
Total,2006,2006,Montana,30,,,,,51,952692,5.4,0.7,0
Total,2006,2006,Nebraska,31,Female,F,,,19,894687,Unreliable,0.5,0
Total,2006,2006,Nebraska,31,Male,M,,,24,878006,2.7,0.6,0
Total,2006,2006,Nebraska,31,,,,,43,1772693,2.4,0.4,0
,2006,2006,Nevada,32,Female,F,25-34 years,25-34,18,179050,Unreliable,2.4,0
,2006,2006,Nevada,32,Female,F,35-44 years,35-44,38,182578,20.8,3.4,0
,2006,2006,Nevada,32,Female,F,45-54 years,45-54,55,172905,31.8,4.3,0
,2006,2006,Nevada,32,Female,F,55-64 years,55-64,16,142147,Unreliable,2.8,0
Total,2006,2006,Nevada,32,Female,F,,,138,1243993,11.1,0.9,0
,2006,2006,Nevada,32,Male,M,15-24 years,15-24,30,173812,17.3,3.2,0
,2006,2006,Nevada,32,Male,M,25-34 years,25-34,34,188942,18.0,3.1,0
,2006,2006,Nevada,32,Male,M,35-44 years,35-44,65,197326,32.9,4.1,0
,2006,2006,Nevada,32,Male,M,45-54 years,45-54,69,176379,39.1,4.7,0
,2006,2006,Nevada,32,Male,M,55-64 years,55-64,30,138899,21.6,3.9,0
Total,2006,2006,Nevada,32,Male,M,,,236,1278665,18.5,1.2,0.001
Total,2006,2006,Nevada,32,,,,,374,2522658,14.8,0.8,0.001
,2006,2006,New Hampshire,33,Female,F,25-34 years,25-34,10,72641,Unreliable,4.4,0
,2006,2006,New Hampshire,33,Female,F,35-44 years,35-44,11,103097,Unreliable,3.2,0
,2006,2006,New Hampshire,33,Female,F,45-54 years,45-54,17,108973,Unreliable,3.8,0
Total,2006,2006,New Hampshire,33,Female,F,,,50,662773,7.5,1.1,0
,2006,2006,New Hampshire,33,Male,M,15-24 years,15-24,12,92115,Unreliable,3.8,0
,2006,2006,New Hampshire,33,Male,M,25-34 years,25-34,11,71970,Unreliable,4.6,0
,2006,2006,New Hampshire,33,Male,M,35-44 years,35-44,27,101138,26.7,5.1,0
,2006,2006,New Hampshire,33,Male,M,45-54 years,45-54,19,108072,Unreliable,4,0
